text,sentiment
classy product nice,2
THE VIDEO IS FINALLY DONE WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!,1
mind-blowing purchase nice product thanks,2
" paint it, like what u did with ur hair",1
 well then close your pretty eyes and count boring sheep  you`ll be sleeping in no time,1
waste of money! very bad quality,0
just wow! a hulk in itself,1
don't waste your money money waste product does not fit in the ear,0
really nice nice products,2
not specified very bad,0
very good very nice product,2
fair til jai,1
 no im not going this wknd  sorry it took me forever to respond i just realized twitter isnt txting me ur updates!,0
not specified good looking comfortable,2
"My Twitter was born on 12 Feb 09. Today, at this point of time, 4 May 09, 3:56pm (GMT+8), I have 805 tweets (including this one).",1
decent product i bought this phone because in the 8k segment this photo was quite good to buy but after using four months id say it wasnt worthy at all to buy this phone they say it has 13 mp rear camera but i think in real it works as 5mplets leave aside front onebattery drains too fastand the worst thing it hangs and buffersat first day it started hanging i was like itd be okay even i tried to replace it but they said it hasnt any faultnow im waiting when itll be deadplease dont buy it,0
Sometimes I could swear I really am insane.,0
 I want to know when the auditions are Mander! Text or...reply please!,1
" Well, I`ll have lemon and ranch for you. Not for me, though.",1
terrible product this so heating,0
awesome can we connect directly to solar panels,1
good choice ok,1
terrific purchase very stylish fan,2
"has to be in cockermouth for 8:45 tomorrow morning, jesus christ i want sleep",1
utterly disappointed found broken,0
 so haven`t seen any videos the last few days  hope everything is ok...,1
super! gud theres no battery but idk why it asking battery backup,0
utterly disappointed bad product stopped working within three months of purchasing,0
good just ok,1
very poor speaker volume ok bulit i likedcharging time 35 hrs apporx which is okrunning time apporx 2 hrs which is very less i believe after so much of charging timeto conclude for me do not go for this product,0
excellent ok,1
excellent very nice product,2
"just got home, talk",1
terrible product the product is very bad moter is not workingplease dont by this productflipkart should not keep this type of seller,0
if you have wifi at home then go for it i love it its sound is really good and catches everyones voice if you are a techie and love technology then you will love it too,2
terrific its a good product worth buying,2
delightful good product,2
Wow. Way to be discouraged  idk anymore... fml.,0
don't waste your money spoiled my watch by this charger,0
 i cant call  im at work,1
just wow! product is good and value for money installation is on time installation engineer is also good and showed polite attitude and perfectly installed the product,2
moderate very bad,0
is alone  ! watch a lot of DVD on my laptop !!!,1
worth every penny awesome product amazing quality highly recommended,2
good just ok,1
awesome good,2
not specified nice product,2
classy product nice,2
mind-blowing purchase perfect,2
best in the market! very nice quick hot the water,2
good choice good,2
horrible not working,1
did not meet expectations very bad quality dont buycheap quality product utter waste,0
super! verry nice,2
 - 05/31 marks the end of our roommate era. And you never made me empanadas again.,1
wonderful okay,1
nice product worth productvery usefull,2
must buy! it is amazing in one word no need to get tata sky dish tv if you have internet connection in your home this will work you just need to download few apps in your mobiletab like hot star zee tv voot youtubeyou will get most of the serials sports natgeo discovery channels in hd,2
does the job nice,2
decent product this football is very lite,1
super! best one,2
is thinking today will be a longg day!,1
wonderful good product,2
Loves fatty take away nights... yummy  then coming home and facespacing with my roomies,2
awesome good,2
classy product good product,2
SCENE **** AT 4AM IS ALWAYS THE ****,0
 aw. wasn`**** sad?! give ginger a little pat on the head for me!  mwah!,0
pretty good awesome but noice is much,1
_Gates am also gutted...the end is nigh  x,0
fair ok good,1
 Who`ve u noticed now Kate ?,1
 I`m not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,0
don't waste your money worst ever product always get hangs after 6 month better to through this productall the mi products are at same quality,0
good ok,1
not recommended at all good product,2
useless product not fast chargers,0
nice ok,1
worst experience ever! hated it initially battery was good but after some days battery was draining too fast 80 to 20 very fast only 1 hour you cant use it when it comes to 20 design and sound quality is goodbut battery is very disappointing if you use it in full volume then it will not give you 24 hours back up instead i can say that it will give only 45 hours very disappointed by mivi,0
terrific purchase low price very good mobile,2
pretty good cheeps and best,2
best in the market! awesome product,2
hated it! very bad items,0
simply awesome first product was defected but after replacement flipkart provide a new product,1
"half of me wants to go to sleep, half of me dosen`t. shoot. my other half is  dying of sleepiness",1
fabulous! its valuable purchase,2
could be way better fan is compliant within a month 4 piece bought one was compliant on delivery the other 3 became faulty in a month makes noise came to know that this model is one batch full of compliants,0
worthless bobbin wider difected,0
must buy! good,2
fair you cant hear it in full sound bass is good sound quality is also good when you hear it in 70precentage of volume,1
moderate mirror not working,0
classy product nice home theatrehigh bass sound quality is superb,2
terrible product both wings is very bad,0
moderate all the threads are coming out the ends curl,1
just wow! nice quality of plate and bowl box packing are good full safety of dinner set,2
did not meet expectations dont buy this shoes bakwas quality,0
worthless not good quality,0
horrible third class quality very bed service vry vry poor,0
could be way better not helping,0
 feeling any better hon?,1
 and added it to his collection. i was too much of a punk **** to ask for it back.,0
simply awesome first of all very fast deliverythis iron is absolutely excellentthe quality is excellentheats up very quicklyit is good for anyone to use itit is a good iron for youi like it very much so i recommend you to pick it up,2
 Thanks for the recommendation,2
"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",0
 u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,0
wonderful best,2
decent product good product,2
wonderful nice product,2
"  I`m soo sad. It`s just on the edges of the pages, but it`s not gonna come out. *cries*",0
hated it! very wost product,1
terrific super,2
value-for-money love it,2
not recommended at all very bad product battery back up is low,0
 had to many weirdos on the other one,0
value-for-money nice product,2
very poor not god,0
could be way better its suspension quality is not that much good,1
mind-blowing purchase mixie is very nice product is good value for money,2
very poor worst cable ever,0
Twitter you suck,0
decent product very good product,2
 I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,1
fair very poor qualitypaper,0
absolute rubbish! smudges al lot,1
useless product very bad product,0
"is @ school, we`re gonna learn how to use skype",1
 Aw poor you..ironing! Eek! lol It`s raining here too.....prob try and get out with the kids later..nt too exciting im afraid!,0
classy product good,2
highly recommended love you flipkart,2
pretty good harddisk drive performance is good but its full of thin plastikthere is no safety like hp hard disc drive fully 2 mm aluminium metal covered,2
 soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,0
awesome product is very good,2
best in the market! this is really a use full things,1
mind-blowing purchase nice,2
  to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp,0
horrible bad product please dont buy,0
fabulous! absolutely good productshows time n everything,2
nice product supar,2
moderate wrost product 30 type of seeds germination rate is 0 and 10 type of seeds is 25,1
not specified quality is very poor,0
good quality product first picture taken after 10 days of sowing good quality seeds good germination rate too ill update after 1 month,2
2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,1
No 10th  2 months=],1
i`m sickk  ... tomorrow will be a disaster if i don`t get better.,0
great product okay,1
wonderful nice products,2
nice product all the performance is best but in game it show blue display error,1
worthless not working only work 3 month,0
terrible product the worst,0
mind-blowing purchase super,2
 yep. gotta go  man! i`ll ttyl . . . eventually . . . sometime . . . in the future . . . hopefully . . . soon. ~ ~ ~,2
wonderful spr quality value for money tanku flipcart,2
delightful nice,2
very poor not installing with code waste productdont purchase this item,0
fabulous! very nice product recommended for purchase,2
best in the market! very good,2
I had fun at Daisy`s Mexican Fiesta .,1
just wow! best tab,2
pretty good nice,2
Why are all the cool classes being offered this summer?  Boo.,1
mind-blowing purchase very useful product,2
did not meet expectations not useful,0
brilliant stability of the stand is awesome i got this for 210 with coupon and discount must buy for stable video calling for meeting or online classess it can also be used in bed watching movies its adjustable in height and different viewing angles its portable too im happy with the purchase,2
" hmm sorry, I went mia there",0
Laying in the bed boreddddd looking through old cookbooks for new recipes,0
highly recommended good product,2
decent product its rotation is very very slowgrinding will taking a lot of time and its getting to hot in running timewaste of money,1
utterly disappointed very cheap quality after firstwash threads comes out and rubber coating washed completely,1
 is it a test to gauge audience reaction? who ARE you?!,1
worthless iiird class plant products,1
just okay extra bass not,0
_booey it doesn`t make up for the pitch,0
" haha im jewish, i love that one",2
 That happened to me once... only I wasn`t drunk. lol,1
  pleasure  anytime,2
fair the chimney so far looks good but the installation process is worst,0
"The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart.  Seriously wow.  I miss Reading, & Dublin",1
don't waste your money worst product worst ever,0
Yikes. That poor girl on BGT. That was quite hard to watch,0
decent product table is good and sturdy but has few scratches and the pins at the end are protruding the edges could have been lesser sharp,2
excellent good,2
nice ok,1
awesome good one easy to handle,2
does the job heats up too much in just 23 mins we need to wait 15 mins around to use it again,0
capacity is too low dont get fooled by the volume of space specified a good chunk is for the freezer which makes it not very usable for people who do not really need things to store a lot of things in the freezer better go for a convertible option,0
mind-blowing purchase for the price range is good product,2
terrific amazing heater,2
horrible this route is not good signals rage is very lesswast product better bye netgear router,0
simply awesome amazing products the product was really awsome works perfect and the ink was full thanks to flikpart i like it really,2
just wow! easy to use,2
 wasnt it supposed to have been in for yesterday?,1
very poor worst product,0
Talking to my best mate and my boyfriend on msn,1
useless product worst worst worst product dont ever buy this one,0
not specified comfortable good quality,2
slightly disappointed bad quality page 100 only flikark very very bad activity,0
2pm today is Quiz Time at the Goat! Game shows to play and prizes to be won! Plus `Toss Off Tommy` for free drinks! Today from 2! x,2
making my mom a mothers day card,1
worst experience ever! very thin,1
wonderful product from eurodomo is good motion sensors works perfectly suction power is also decent there is some background sound when chimney is running which is unavoidable installation was fast but the installation person only did 3 holes for screw and hang the chimney he did not fix the exhaust pipe to the available ventilator also he was trying to sell another exhaust pipe and was not willing to put already available pipe in the box overall installation charges were high if compared to s,2
hated it! waste,0
highly recommended easy to hold and easy to look at really its amazing i loved it,2
very good nice product i am satisfied,2
fabulous! nice machine,2
Just finished watching 'Marley and Me',1
hated it! alert alert alert dont buy itridiculous product my tv is just 1 year old one day all of a sudden while we were watching tv the screen went black and then we switched it off and on again then a crack appeared on left side of screen further a spider shaped crack came on screen from the internal side as if somebody has hit from outsidebeleive me cracks appeared on its own from internal sidewe did nothing may be a thermal cracki have searched a lot on intern,0
SNL w/ Justin Timberlake,1
great product everything is good but the quality of the juicer jar is a normal,2
 No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!,0
Is going to sleep. Good night everyone!!,2
super! it is some rough ball it is good but we play for many time it will be came soft good ball,1
 Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,1
_ nooo  no roo crying. but omg i wanted to slap her. she was singing fine then from out of nowhere- BOOHOOOOOOOOOOO,0
highly recommended nice,2
must buy! very nise,1
_Hayes I`m at sharkeez!,1
did not meet expectations verry bed,0
perfect product! super,2
could be way better i purchased recently means not more than 1 month now the 2 jar base were started leaking so i am un happy for this product,0
hated it! waste product,0
hated it! no doubt about the product its pretty good but very disappointed with the customer service installation was delayed for 3 days no proper response from the team very bad and rude communication from the technician too no precautions for covid by technician who came for installation total disappointment,0
worst experience ever! bad product,0
good quality product good router for a single home in best price,2
" I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.",1
"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",1
decent product okay okay product,1
tonights been boring!,0
decent product the front tire wobbles while riding this i got the alignment done by a professional still the problem didnt go away on person said that its probably due to storage for a long time because of which the tires have become distorted he said it would go away on its own if i drive it regularlyother than that the brakes arent very grippy and the gears are not very goodalso the seat it totally uncomfortable so you will need to buy a gel cover or another seat the only reason why im co,1
ughhh rejected from the 09 mediation program. SUCKSSSS.,0
really nice as i expect dish size not coming but its okay quality i think best in this price,2
shakalohana week two of flat wavez no surfin,0
"; Re: Home - that`s exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it...",0
fair avarage,1
mind-blowing purchase great one,2
worst experience ever! worst grinder i don t recommend buying this,0
intelligent design and materials the ear plugs are softer than the ones i had earlier and is less painful i can insert them deeper and have more soundproofing i now use them indoors as it can drown out human voices which sound like murmurs i was initially disappointed with the flimsy plastic bag packaging however each pair of plugs had a separate hard plastic container they can be opened in an easy twist of the hand which is not initially apparent,0
" oh no, you`re gonna have to break up w/your ups guy when you move",0
just wow! very very very superb product for this price ilove this bace is good treble is good sound quality is very very good,2
good quality product good but little expensive,1
worthless its is not at all worth stands are bending,0
unsatisfactory worst product,0
very poor worst and waste of money,0
if i had one wish it would be for my friend J to not have to work,1
slightly disappointed not a good experience cycle tyre problem from day one,1
Worst day ever. And its only noon.,0
"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",1
about to play my first game of apple to apples!!   wish me luck...,1
expected a better product not satisfied,0
"i`m watching missing pieces, just coz the theme song is lost without you",0
 There is a motorcycle for sale down the road. Mind you it`d be stupid of me to get it. Summer 5 months away.,0
not recommended at all very bad oneonly two type seed germinatedwaste of money dont buy,0
excellent fitting,1
classy product good enough,2
  When are you coming to Indianapolis  !?!?,1
very poor i received detective piece i gave as a gift when open found defective,0
must buy! gud product h usefull h,2
absolute rubbish! damaged product received and also flipkart also has not resolved the issue,0
did not meet expectations no other products is as worst as this productdont buy from flipkart,0
highly recommended super quality,2
nice 10 seed germinated and other 10 seed not germinated,2
worthless very bed quality,0
absolute rubbish! useless things dont buy also worst customer executives approach,2
perfect product! good,2
bad quality flipkart is really worst many people got this product under 10k but this worst company sells this product above 15k now didnt expect this from flipkart getting worst day by day product is good it needs to be improvised,0
worth every penny its a awsm super tv value of mony,2
expected a better product one rod is missing rest everything is ok,1
moderate not good quality time ever in your watar eat,0
unsatisfactory worst its worked only for 10 days,0
 looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,1
don't waste your money poor quality,0
decent product received used product but in working condition,1
 that sucks mama,0
 I am sorry.,0
"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",1
needs more followers,1
Need a nap  but I have to take 4 trains now,1
terrific best football for beginners its a little harder than normal footballs but by the time it gets normal it is very durable using it from 9 years,1
" i`ll take a lookie, sound great",2
 especially if you`re with a vampire,1
Happy Sunday. We have sunshine in Frankfurt. Hope all mothers enjoy this day,2
terrific purchase its a good product,2
worthless worst product it didnt heat the item whatever temperature you put,0
bahhhh.. cold weather is making my teeth hurt.,0
 Not been on for a while eh Barry lol.Tweet deck is like prehistoric lol,1
is listening to Jello Biafra at work.,1
hated it! worest,0
bad quality to be or not to be,1
expected a better product when i transferred about 700gb data form seagate expansion to this seagate one touch hdd the transfer speed was above 100 mbs but after transferring 100gb speed gets low to 23 mbs which took approx 7 hours to transfer all the data,0
nice plastic quality is low,0
horrible i have ordered preeti but i got prestige please be comform before order,0
Building Websites,1
Being followed by compliance.  Great.   Have to watch what I say now.,2
worthless dont buy it is very worst product,0
Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,0
perfect product! just awesomessme as in picturesfast delivery toothank you flipkart,2
worthless not good as expected,0
" Oh, I see what you mean. That is true if they are used improperly, which we know they are.",1
Idk yet!!! _Gyrl I wanna go soon tho...but I want more tweeps to be there,1
"Aw ****! My iPod has a thin, gray line across the screen! Didn`t drop it - I take good care of it. How long before it dies?",0
ahhhh now i have no pic,1
Omigoodness I feel like a popsicle,2
moderate led tv not supported,0
fair ok,1
perfect product! ok,1
worth every penny the ball is super good but if you want the colour then dont buy the white one it will get dirty in the first day,1
great product sounds good,2
just wow! amazing,2
terrific good,2
  I was watching Parental Control,1
just wow! very nice cloth quality,2
terrific i am happy its very nice,2
did not meet expectations good mobile under 8k,0
worthless please provide stability for wireless connectivity,0
"Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough",1
just okay the item is goodbut come too late,1
super! nice this is very smout,2
worth every penny my budget 1 no fanand well workingthanx flipkart,2
terrific nice,2
did not meet expectations bad qulati,0
worthless not good sole is use 20 days after cracks,0
unsatisfactory table was too small only one small notebook can be kept,1
mind-blowing purchase budget category good tv,2
 Why?,1
worth the money very nice look and quality,2
unsatisfactory bad,0
fair avarage,1
classy product better quality,2
worthless very bad product no any service flipkart,0
mind-blowing purchase good product,2
 It`s so not like me  I`m in the middle of coordinating a 3-point move: stuff from IL --> old NYC apt + all stuff --> new apt.,1
classy product i am using two 100ah battery in parallel every thing is okkgood backup,1
great product nice one,2
delightful nice,2
does the job grinding time is heating,1
expected a better product microfiber filling is very lessits flat cant call or use it as any type of pillow need more filling,1
AC getting installed today,1
good quality product good product fast dilvery,2
highly recommended waste of time and money no order,0
useless product sound quality low problem,0
must buy! its have to stretchedgood product,1
fabulous! ok,1
classy product good,2
good maney is too much according to this material,0
waste of money! wastage of moneyit is not 24ghz car only support 27mhz and below,0
worth every penny ok,1
just wow! nice,2
value-for-money awesome deviceproductphone at cheaper price camera quality is lil bit low as compare to my this phone realme c2 but okk my brother was happy to get this phoneand the delivery of the phone was very quick thankyouflipkart,2
value-for-money working well like the original and looks similar to the original tata sky remote except that it is slightly lighter in wt but overall a good buy skg,2
really nice ok,1
excellent good,2
utterly disappointed not working properly,0
wonderful good product,2
best in the market! this laptop is awesome and overall performance is bestfor gaming coding heavy programming and that all but my laptop screen flickering on charging time but i loved it,2
really nice its ok,1
fabulous! very nice book,2
"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love",1
.: no health insurance is not an option.,1
 what was it? I missed it.,1
 perhaps she will start including #magic in all of her tweets now too. BTW... you didn`t write #magic in ur tweet to me.,1
terrific really nice its awesome camera for beginners,2
It`s too hot. I hate summer  #harrymcflytosing,0
Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,2
absolute rubbish! not good,0
don't waste your money very bad product,0
not recommended at all rough product damage in one month,0
fair calling range very less upset,0
"oh no, i need new work shoes...i broke this one!",0
 any chance at getting to see this?  I can be there within an hour,1
good the air quality indicator light is confusingnot sure if that is working properlythere is no number display for air quality,2
fair ok ok product,1
absolute rubbish! very low quality,0
perfect product! battery backup not so good ryzen is very good comparable to i7 10th gen,0
worthless not good,0
 Same  also trying to get my house ready to sell... I can`t believe how much **** I own !,0
just okay its ok,1
"_Kimbalicious Lol! I was just walking  I think its all the polish I used while cleaning earlier, its made the floor slippery!",1
wonderful nice,2
hated it! very bad quliyits only 1 month life after that is creak,0
_03 He`ll know Tupac lyrics too!,1
No one is bringing snacks,1
" go to vegas, but don`t spend all ur money!!!!",1
utterly disappointed no service support and company have sent me defects set twice no quality checked by organization,0
horrible cheater companynot working at all zero star,0
 been there!  need somewhere NEW,1
i need some serious cheering up,0
Harley Quinn cstm  hehehehe  not going to the prom buaa,1
worst experience ever! fully wasted,0
classy product best experience ever,2
its raining,1
worthless bad product,0
just okay its a bit smaller in size at the bottom as the legs are very close takes less space but not so comfortable would be more comfortable for children got it for 1497 and got delivered after 14daysi would suggest if possible go to store and buy offline where you can actually check how much is size and how sturdy it is,0
good quality product nice product in budget recommend for small families,2
very poor very very bed product always drop connections after 15 days,0
mind-blowing purchase good,2
really nice awesome,2
useless product not satisfactory,0
useless product motor is not working,0
good choice nice,2
good choice water heater rod is very good you can purchase it,2
great product awesome sound philips proved its name in sound system its best,2
 the link sent me to a tax relief web page,1
best in the market! good quality,2
slightly disappointed product is ok not superb price is too much according to quality and design deserve max 100 rs only biggest problem this is not flexible means not adjustable,0
It smells like the beach from my job..,1
How does this Follow Friday thing work?  I don`t have any real followers,1
highly recommended nice product i am happy,2
just okay all good but battery backup to low,1
Up way way way to early this am....thanks _benson,2
Blue Oyster Cult - I Love The Night *that`s when all my friends are around*  ? http://blip.fm/~5jd4b,2
My siblings left me alone.   Bored. (:|,0
does the job not good quality of remote,0
mind-blowing purchase this product is very beautiful,1
"Shipwrecked all weekend  license wasn`t suspended, it got cancelled. Can`t take the risk driving and no one lives near me",0
unsatisfactory though the product is delivered as per the committed time no one from the company has contacted us so far for installation and demo of the same when contacted with flipkart customer service they started saying that installation and demo is not indicated on sellers page for the product and hence we will have to arrange installation from local person we have not yet opened the box and the time for return is also approaching fast expecting a call from seller or flipkart after seeing the f,1
horrible not a single seed germinatedl,0
terrific purchase good,2
nice other brand and small size product so i rituned,1
worth the money really good product money worth,2
I am so hungry! And there is no food for me to steal,0
"Playing at THE HAVEN tonight with Cassandra Wilcox, Patrick Bell, Ben Bloss, & Bucket of Nails! Doors are at 8pm. 21+: $6, Under 21: $8!",1
bad quality product very bad experience of inalsa food processor plastic quality is worst seen it get defected in first operation it moves on operation due to high self vibration plastic finish is also very bad waste of money,0
must buy! i have been using this headset for atleast 1 week now sound quality is absolutely awesome but it sounds even better with the aux connected it can also be used as gaming headset i am basically using the rockerz for gaming purpose it has 360 surround sound which is basic necessity for gaming but battery backup is the best thing in this headset i charged it yesterday for the 1st time on an average i am using it for 5 hours a big thumsup to boat for making such a beast like headsets,2
good quality product king off kichian,1
Watching Dr. Horrible with .  don`t be mad!,1
expected a better product poor quality,0
simply awesome excellent,2
don't waste your money the quality of this product is not up to the expectations,0
super! exalent nice packing,2
classy product ok pa,1
must buy! its a good product,2
"I wonder if she knows how shallow, airy & dumb her tweets make her sound. I guess not b/c if she did...she`d probably stop",0
slightly disappointed product is good for digetion or stomach and help to fat but this is not for permanant because after using you face many side effects like acne face problem pimples and fat also and after leaving this medicine you will get the same health before as,0
decent product worty product,2
good quality product power steam bowl missing,0
don't waste your money i baught this cooler looking at the number of reviews and rating as i always do and as expected cooler built quality is good but the main function of cooling has a design defect the water supplied through the channel has some design defect because of which none of the honeycomb panels gets wet completely and hence cooling effect is very less people may not have noticed this if they are from relatively not that hot places like pune mumbai or bangalore etc i would not recommend this product,0
delightful amizing,1
unsatisfactory review after 15 days looks very good lightjust broke in microwave it is getting crack while using hot cello needs to work on this update one more plate cracked while reheating food in microwave,0
great product good,2
great product must,2
very poor very bad,0
good quality product didnt used too much till nowmain product is sturdy and nice finishedbut accessories are not finished properlybajaj should work on accessories finishing,1
very good good one,2
terrific good product,2
worth every penny sound quality is very goodand pairing as fast as any any bluetooth devicei find a little fault that when there is not playing any song it makes some noise but it can be ignorei am happy with the prodect,2
nice awesome,2
 They are great friends of mine. I`ll let you know when they are playing next and you can come along and do whatever you like,2
worthless bad,0
excellent good for beginnersjust nose clip is very hard,2
waste of money! worstdont fall for images,0
Happy Mother`s Day to every mommy out there,0
fair the quality was not upto my expectation but its good enough to get an rgb led light at cheap price with remote,2
bad quality very bad product,0
Going to get me a new roomie today,1
good burn out inside in a week not good,0
decent product this price tipe product,1
super! nice product,2
don't waste your money low quality,0
not good not working my mobile properly waste of time,0
talking on the phone with someone I`ve missed a lottt.,0
does the job just good,2
not specified ok,1
must buy! i am writing this review after 2 months of usage it works perfectly and will help a lot for asthma patients after i bought this i never noticed wheezing episodes in my family members i have to clean primary filter 23 times in a month i usually use around 16 hours in day,2
best in the market! amazing product and very good packing,2
great product ok,1
nice ok,1
decent product fog issue there in the glass rest all good,2
" Oh, I`m so sorry!...my kitty is there right now being checked...losing lots of weight over last 3 wks. Not good",0
not specified product is not so good,0
Sitting waiting for dough to rise. There`s something about it that calms me down. Maybe the knowledge that I`ll have cinnamon rolls soon,2
worst experience ever! waste product,0
waste of money! better not to purchase this product not good for bengali cuisine dishes not cleaned up properlybad experience,0
brilliant must buy worth every penny,2
expected a better product small size not as shown in pictures,1
moderate wheels are too noisy smoothness missing,0
not recommended at all never ever thought flipkart will betray like this worst product and waste of money n time,0
excellent good,2
delightful good product,2
ready with learnin today!!! .. and now its twilight time,1
Glad to see  and more Red Bull Air Racers here keeping us in the loop,2
 awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,0
super! osm product with low budget kent service also fast to fix it really op product,2
absolute rubbish! where is the stand cover how can i put my clothes in shelf,1
PArts of me are starting to feel the effects of over tanning,0
useless product not good as shown,0
must buy! i was looking for a baby monitor for my new born baby and came across this cameraim able to keep an eye on my kid when hes sleeping at nightand the cry detection feature also works like a charm and notifies us when baby starts crying is really useful for us as a working couplei can say that the device is performing well as per my needs till nowthe support team was also quite helpful in resolving some doubts i had about the subscription plans,2
No betta nest  I think despite the heater it gets too chilly at night,0
slightly disappointed not working,0
 How did your book signing go?  If I lived there I would`ve came!,1
It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,1
good its ok but not good experience,0
not good very bad products,0
terrific gud,2
super! nice,2
pretty good nice product,2
its after 12 an man is texting me telling me that he wants to come over.i say i`m tired..lol..da punk says he`ll bring me redbull and KFC,1
mind-blowing purchase battery problembut return option not availabledont buy products on flipkart waste of moneyim not happy with this product,0
"When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back.",2
is sick & tired of being sick & tired,0
 Nofair! My BK only had Uhura and Nero left.,0
does the job size is not perfect,0
worth every penny its the best over ear headphone i ever seen battery back is nice for mine i used 7 dayseach day 12 hours after receiving the product its charged 90 charging time avg sound quality is bestif you are a basslover then its the right choice to you im using viper green varientbuild quality is good enoughand also be remembered green verient have only 2 boat sign on each side of earpiece no a sign any side,2
 I`m more upset about the fact that 2010 is the last year,0
waste of money! waste product dont buy it,0
Life can get soo Dull sometimes what do you do when u have no 1 around  x,0
"Ok, i`ve eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",0
decent product good,1
perfect product! thanku flipcart,1
brilliant nice,2
excellent very nice,2
 don`t cut yourself!!,1
could be way better ink level 78 approximately,1
classy product very small remote,1
not specified not good,0
Nothing good at the five dollar sale.,0
Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.,0
must buy! good,2
very poor bad product,0
" http://twitpic.com/5rylt - ur so lucky! there, the stage its so close of theem! here not  i think we`re dangerous (?",1
" Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)",1
"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",0
nice its ok,1
simply awesome very good,2
waste of money! no good product and new team for installation dont purchase this product,0
not good wheels are bary bad,0
comes home in two days,1
must buy! good seeds all seeds are germinatel have 12seeds are seedingafter 2month beautiful flowers,2
worth every penny nice one,2
brilliant very nice product,2
bad quality small size,0
hated it! dont waste your money this mobile not worth,0
useless product camera problem,0
awesome writing after almost 2 yrs of usage the router works relentlessly and without drop of connectivity great range covers entire house including top floor wifi 5hz works great for high speed dedicated frequency for select devices,2
worth every penny awsome dslr camera,1
don't waste your money 1camera waste 2charging slowly 3not hearing on call and speaker also waste,0
brilliant very nice product at an unbelievable priceworks fabulously with the apponly problem is that it is chinese so i am not very sure about its durability,2
 I would notice...,1
pretty good very good,2
best in the market! best use for study to avoid disturbing noice,0
Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,1
in bed watching Rove,1
mind-blowing purchase hard and durable,0
worth the money ok ok not so use full,1
delightful a good ball for light play and fun can be used on any surface grass tarmac tiles etc is made of moulded rubber without bladder a bit hard but has good weight and bounce bought on big billion sale for 250 totally worth the price paid,1
good hot not stay,1
Home Sweet Home by Carrie Underwood makes me sadd,0
wonderful ok,1
good product is goodbut ordered product is very different,1
very nice product so far i have used sony sennheiser and jbl i was a little bit apprehensive about boat however after using it for a couple of days i freely admit that i am impressed no one can tell the difference of sound quality between boat and other market giants the price is also very much on the lower side comparing the similar products marketed by other famous brands all the switches are very conveniently placed works for quite a long time after one full charge no unnecessary noise disturbance,2
terrific purchase super phone,2
and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,1
highly recommended its amazing,2
worst experience ever! worst product,0
value-for-money nice product,2
and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,1
"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?",1
"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.",2
excellent im happygolucky,2
super! wery nice,2
16 days until I start moving!,1
wonderful nice,2
pretty good outstanding,2
